"id";"business_id";"business_name";"business_address";"business_city";"business_state";"business_postal_code";"business_latitude";"business_longitude";"business_phone_number";"inspection_id";"inspection_date";"inspection_score";"inspection_type";"violation_id";"violation_description";"risk_category";"createdAt";"updatedAt"
177;"5905";"MARINA MIDDLE SCHOOL";"3500 FILLMORE St";"San Francisco";"CA";"94123";"37.801776";"-122.43641";"+14155743495";"5905_20170313";"11/01/2018 12:00:00 AM";"86";"Routine - Unscheduled";"5905_20170313_103162";"Other low risk violation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
178;"3070";"FLOWER MARKET CAFE";"698 BRANNAN St";"San Francisco";"CA";"94107";"37.775664";"-122.399999";"+14155497162";"3070_20170725";"07/25/2017 12:00:00 AM";"75";"Routine - Unscheduled";"3070_20170725_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
179;"16329";"Oscar Burger & Deli";"1850 Cesar Chavez St";"San Francisco";"CA";"94124";"37.749798";"-122.395962";"+14155209845";"16329_20190110";"07/27/2017 12:00:00 AM";"64";"Routine - Unscheduled";"16329_20190110_103109";"Unclean or unsanitary food contact surfaces";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
180;"5925";"ARCHBISHOP RIORDAN HIGH SCHOOL CAFE";"175 PHELAN";"San Francisco";"CA";"94112";"37.727337";"-122.45245";"+14155588200";"5925_20160825";"09/20/2017 12:00:00 AM";"70";"Routine - Unscheduled";"5925_20160825_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
181;"69259";"Goat Hill Pizza";"170 WEST PORTAL Ave";"San Francisco";"CA";"94127";"37.739154";"-122.467794";"+14155641440";"69259_20180911";"11/30/2017 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
182;"18826";"Fresca Restaurant";"2114 FILLMORE St";"San Francisco";"CA";"94115";"37.789074";"-122.433783";"+14155442668";"18826_20160926";"11/29/2017 12:00:00 AM";"83";"Routine - Unscheduled";"18826_20160926_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
183;"5807";"SHERIDAN ELEMENTARY SCHOOL";"431 CAPITOL Ave";"San Francisco";"CA";"94112";"37.714304";"-122.459115";"+14155464743";"5807_20190222";"09/19/2017 12:00:00 AM";"94";"Routine - Unscheduled";"5807_20190222_103153";"Inadequate dressing rooms or improper storage of personal items";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
184;"615";"J & A RESTAURANT";"5712 MISSION St";"San Francisco";"CA";"94112";"37.709857";"-122.449709";"+14155336688";"615_20160718";"07/18/2016 12:00:00 AM";"92";"Routine - Unscheduled";"615_20160718_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
185;"5870";"CARMICHAEL ELEMENTARY SCHOOL";"55 SHERMAN St";"San Francisco";"CA";"94103";"37.776948";"-122.406342";"+14155246294";"5870_20170905";"10/18/2018 12:00:00 AM";"94";"Routine - Unscheduled";"5870_20170905_103157";"Food safety certificate or food handler card not available";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
186;"69769";"Whole Foods Market";"1150 Ocean Ave";"San Francisco";"CA";"94112";"37.723652";"-122.45461";"+14155337400";"69769_20180725";"07/25/2018 12:00:00 AM";"90";"Routine - Unscheduled";"69769_20180725_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
187;"5096";"POPEYES-GENEVA & MISSION";"890 Geneva Ave";"San Francisco";"CA";"94112";"37.716643";"-122.441187";"+14155232089";"5096_20180206";"12/03/2018 12:00:00 AM";"90";"Routine - Unscheduled";"5096_20180206_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
188;"63493";"The Golden West";"8 Trinity Pl";"San Francisco";"CA";"94104";"37.790053";"-122.402586";"+14155270896";"63493_20170112";"12/28/2017 12:00:00 AM";"89";"Routine - Unscheduled";"63493_20170112_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
189;"1668";"SILVER CREST DONUT SHOP";"340 BAYSHORE Blvd";"San Francisco";"CA";"94124";"37.742456";"-122.405766";"+14155820753";"1668_20190227";"08/08/2017 12:00:00 AM";"84";"Routine - Unscheduled";"1668_20190227_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
190;"3920";"BOSTON MARKET";"2300 16th St";"San Francisco";"CA";"94103";"37.765708";"-122.409002";"+14155867666";"3920_20190102";"02/14/2017 12:00:00 AM";"94";"Routine - Unscheduled";"3920_20190102_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
191;"62797";"BHL";"2 Embarcadero Center  Street Level";"San Francisco";"CA";"";"37.795203";"-122.398544";"+14155240011";"62797_20160914";"10/25/2018 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
192;"11610";"On Lok";"225 30th St";"San Francisco";"CA";"94131";"37.742129";"-122.425006";"+14155644359";"11610_20190107";"12/27/2016 12:00:00 AM";"87";"Routine - Unscheduled";"11610_20190107_103145";"Improper storage of equipment utensils or linens";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
193;"10332";"Harvest Urban Market";"191 08th St";"San Francisco";"CA";"94103";"37.776384";"-122.411684";"+14155620805";"10332_20160726";"11/27/2018 12:00:00 AM";"77";"Routine - Unscheduled";"10332_20160726_103150";"Improper or defective plumbing";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
194;"1636";"AXUM";"698 Haight St";"San Francisco";"CA";"94117";"37.771738";"-122.433583";"+14155257912";"1636_20181003";"10/03/2018 12:00:00 AM";"88";"Routine - Unscheduled";"1636_20181003_103132";"Improper thawing methods";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
195;"67330";"San Tung Restaurant LLC";"1031 Irving St";"San Francisco";"CA";"94122";"37.763891";"-122.468805";"+14155240828";"67330_20190408";"08/25/2016 12:00:00 AM";"85";"Routine - Unscheduled";"67330_20190408_103132";"Improper thawing methods";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
196;"2676";"FIREFLY";"4288 24th St";"San Francisco";"CA";"94114";"37.751068";"-122.438242";"+14155827652";"2676_20180524";"05/24/2018 12:00:00 AM";"96";"Routine - Unscheduled";"2676_20180524_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
197;"26149";"Mrs. Fields Cookies";"865 Market St 9000";"San Francisco";"CA";"94103";"37.784317";"-122.407563";"+14155971993";"26149_20170330";"09/28/2017 12:00:00 AM";"88";"Routine - Unscheduled";"26149_20170330_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
198;"7216";"El Chico Produce Market #2";"4600 Mission St";"San Francisco";"CA";"94112";"37.724489";"-122.435026";"+14155586025";"7216_20170502";"09/24/2016 12:00:00 AM";"76";"Routine - Unscheduled";"7216_20170502_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
199;"64653";"Mow Lee Company";"774 Commercial St";"San Francisco";"CA";"94108";"37.793907";"-122.405863";"+14155985767";"64653_20160601";"11/29/2017 12:00:00 AM";"88";"Routine - Unscheduled";"64653_20160601_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
200;"2426";"BOOGALOOS";"3296 22nd St";"San Francisco";"CA";"94110";"37.755357";"-122.420652";"+14155823211";"2426_20180508";"05/09/2019 12:00:00 AM";"89";"Routine - Unscheduled";"2426_20180508_103105";"Improper cooling methods";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
201;"63124";"Marengo on Union";"1980 Union St Upper Street Level";"San Francisco";"CA";"94123";"37.797578";"-122.431883";"+14155442575";"63124_20181101";"11/01/2018 12:00:00 AM";"92";"Routine - Unscheduled";"63124_20181101_103153";"Inadequate dressing rooms or improper storage of personal items";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
202;"619";"A-1 BAKERY";"1727 OCEAN Ave";"San Francisco";"CA";"94112";"37.724824";"-122.460726";"+14155586923";"619_20190110";"09/29/2017 12:00:00 AM";"86";"Routine - Unscheduled";"619_20190110_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
203;"5894";"SAN FRANCISCO COMMUNITY ELEM.SCHOOL";"125 EXCELSIOR Ave";"San Francisco";"CA";"94112";"37.725657";"-122.432348";"+14155464739";"5894_20190208";"10/19/2018 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
204;"2609";"Pride of the Mediterranean";"1761 Fillmore St";"San Francisco";"CA";"94115";"37.785718";"-122.433262";"+14155561150";"2609_20190312";"03/12/2019 12:00:00 AM";"75";"Routine - Unscheduled";"2609_20190312_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
205;"2599";"HONG KONG RESTAURANT";"2728 SAN BRUNO Ave";"San Francisco";"CA";"94134";"37.727159";"-122.403452";"+14155461818";"2599_20170315";"06/14/2016 12:00:00 AM";"81";"Routine - Unscheduled";"2599_20170315_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
206;"4656";"STARBUCKS COFFEE CO";"120 04th St";"San Francisco";"CA";"94103";"37.784247";"-122.403989";"+14155280579";"4656_20171011";"10/11/2017 12:00:00 AM";"96";"Routine - Unscheduled";"4656_20171011_103143";"Inadequate warewashing facilities or equipment";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
207;"2749";"TAQUERIA CANCUN";"3211 MISSION St";"San Francisco";"CA";"94110";"37.745433";"-122.419945";"+14155551414";"2749_20170601";"11/28/2016 12:00:00 AM";"92";"Routine - Unscheduled";"2749_20170601_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
208;"5834";"Presidio Middle School";"450 30th Ave";"San Francisco";"CA";"94121";"37.780823";"-122.490105";"+14155758435";"5834_20170206";"10/01/2018 12:00:00 AM";"94";"Routine - Unscheduled";"5834_20170206_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
209;"5820";"GLEN PARK ELEMENTARY SCHOOL";"151 LIPPARD Ave";"San Francisco";"CA";"94122";"37.73322";"-122.435998";"+14155464713";"5820_20160902";"09/14/2017 12:00:00 AM";"88";"Routine - Unscheduled";"5820_20160902_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
210;"7757";"CAKE GALLERY";"290 09th St";"San Francisco";"CA";"94103";"37.768357";"-122.419792";"+14155560552";"7757_20181119";"11/19/2018 12:00:00 AM";"86";"Routine - Unscheduled";"7757_20181119_103114";"High risk vermin infestation";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
211;"19055";"Moscone Center West - Bsmt Kitchen";"800 Howard St Basement";"San Francisco";"CA";"94103";"37.783257";"-122.402816";"+14155974040";"19055_20160602";"11/30/2016 12:00:00 AM";"88";"Routine - Unscheduled";"19055_20160602_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
212;"2061";"ATAMI SUSHI BAR & GRILL";"1662 LOMBARD St";"San Francisco";"CA";"94123";"37.800788";"-122.428894";"+14155611958";"2061_20180223";"06/06/2017 12:00:00 AM";"94";"Routine - Unscheduled";"2061_20180223_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
213;"32586";"Terroir";"81 Langton St";"San Francisco";"CA";"94103";"37.776494";"-122.408562";"+14155718949";"32586_20160906";"09/06/2016 12:00:00 AM";"96";"Routine - Unscheduled";"32586_20160906_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
214;"3302";"RUSSIAN CENTER SOCIAL HALL";"2450 SUTTER St";"San Francisco";"CA";"94115";"37.785138";"-122.440904";"+14155927631";"3302_20160831";"08/31/2016 12:00:00 AM";"94";"Routine - Unscheduled";"3302_20160831_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
215;"37792";"Auntie Anne's Pretzels";"845 Market St Space 201";"San Francisco";"CA";"94103";"37.784848";"-122.406892";"+14155371098";"37792_20190204";"07/05/2016 12:00:00 AM";"96";"Routine - Unscheduled";"37792_20190204_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
216;"1219";"PAZZO";"2 HENRY ADAMS St";"San Francisco";"CA";"94103";"37.769287";"-122.403974";"+14155556315";"1219_20190403";"10/31/2016 12:00:00 AM";"85";"Routine - Unscheduled";"1219_20190403_103116";"Inadequate food safety knowledge or lack of certified food safety manager";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
217;"2008";"Hook a Cook";"Pier 39  Building B  Space 1-3";"San Francisco";"CA";"94133";"37.786766";"-122.461545";"+14155217717";"2008_20170124";"12/04/2017 12:00:00 AM";"85";"Routine - Unscheduled";"2008_20170124_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
218;"3784";"BLOWFISH SUSHI";"2170 BRYANT St";"San Francisco";"CA";"94110";"37.759488";"-122.409931";"+14155283848";"3784_20170124";"03/22/2018 12:00:00 AM";"80";"Routine - Unscheduled";"3784_20170124_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
219;"5808";"BALBOA HIGH SCHOOL";"1000 CAYUGA Ave";"San Francisco";"CA";"94112";"37.722067";"-122.43983";"+14155464090";"5808_20160908";"10/22/2018 12:00:00 AM";"98";"Routine - Unscheduled";"5808_20160908_103153";"Inadequate dressing rooms or improper storage of personal items";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
220;"56";"CAFE X + O";"1799 Church St";"San Francisco";"CA";"94131";"37.742325";"-122.426476";"+14155823535";"56_20170420";"08/02/2016 12:00:00 AM";"92";"Routine - Unscheduled";"56_20170420_103129";"Insufficient hot water or running water";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
221;"3951";"KIRIN RESTAURANT";"6135 GEARY Blvd";"San Francisco";"CA";"94121";"37.779962";"-122.485087";"+14155389988";"3951_20170419";"06/28/2018 12:00:00 AM";"87";"Routine - Unscheduled";"3951_20170419_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
222;"5847";"John Muir Elementary School";"380 Webster St";"San Francisco";"CA";"94117";"37.774046";"-122.429076";"+14155246335";"5847_20180405";"10/18/2017 12:00:00 AM";"90";"Routine - Unscheduled";"5847_20180405_103161";"Low risk vermin infestation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
223;"7087";"VALENCIA FARMER'S MARKET";"1299 VALENCIA St";"San Francisco";"CA";"94110";"37.752162";"-122.420585";"+14155286863";"7087_20160701";"08/17/2017 12:00:00 AM";"92";"Routine - Unscheduled";"7087_20160701_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
224;"1139";"MINI CAFE";"28 VAN NESS";"San Francisco";"CA";"94102";"37.775867";"-122.419356";"+14155430177";"1139_20160620";"11/27/2017 12:00:00 AM";"80";"Routine - Unscheduled";"1139_20160620_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
225;"522";"Boudin Sourdough Bakery";"3251 20th Ave";"San Francisco";"CA";"94132";"37.728497";"-122.475639";"+14155561849";"522_20170922";"09/22/2017 12:00:00 AM";"92";"Routine - Unscheduled";"522_20170922_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
226;"5168";"CONGREGATION SHERITH ISRAEL";"2266 CALIFORNIA St";"San Francisco";"CA";"94115";"37.789225";"-122.431643";"+14155341720";"5168_20180809";"08/09/2018 12:00:00 AM";"89";"Routine - Unscheduled";"5168_20180809_103109";"Unclean or unsanitary food contact surfaces";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
227;"2974";"LEAPING LEMUR CAFE";"1 ZOO Rd";"San Francisco";"CA";"94132";"37.73017";"-122.502535";"+14155757182";"2974_20190508";"07/22/2016 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
228;"64805";"Andersen Bread";"1390 Market St Suite 110";"San Francisco";"CA";"94102";"37.777053";"-122.416939";"+14150427100";"64805_20170105";"05/08/2019 12:00:00 AM";"94";"Routine - Unscheduled";"64805_20170105_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
229;"1992";"GENEVA STEAK HOUSE";"5130 MISSION St";"San Francisco";"CA";"94112";"37.716242";"-122.441183";"+14155404078";"1992_20170705";"07/27/2016 12:00:00 AM";"69";"Routine - Unscheduled";"1992_20170705_103138";"Improper storage use or identification of toxic substances";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
230;"2134";"CHIEFTAIN IRISH PUB, THE";"198 05th St";"San Francisco";"CA";"94103";"37.781567";"-122.405059";"+14155610916";"2134_20161109";"12/11/2017 12:00:00 AM";"87";"Routine - Unscheduled";"2134_20161109_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
231;"1734";"SAI JAI THAI";"771 O'FARRELL St";"San Francisco";"CA";"94109";"37.785182";"-122.417409";"+14155675774";"1734_20170616";"11/20/2017 12:00:00 AM";"81";"Routine - Unscheduled";"1734_20170616_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
232;"2755";"SOCIALE";"3665 SACRAMENTO St";"San Francisco";"CA";"94118";"37.787364";"-122.45299";"+14155920309";"2755_20161205";"12/05/2016 12:00:00 AM";"85";"Routine - Unscheduled";"2755_20161205_103114";"High risk vermin infestation";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
233;"9710";"RICKSHAW STOP";"155 FELL ST";"San Francisco";"CA";"94102";"37.776223";"-122.420497";"+14150286135";"9710_20160711";"07/11/2016 12:00:00 AM";"94";"Routine - Unscheduled";"9710_20160711_103138";"Improper storage use or identification of toxic substances";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
234;"63406";"Baker Street Bistro";"2953 BAKER St";"San Francisco";"CA";"94123";"37.798172";"-122.445962";"+14155931475";"63406_20160705";"12/27/2017 12:00:00 AM";"91";"Routine - Unscheduled";"63406_20160705_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
235;"272";"ON THE BRIDGE";"1581 Webster St #206";"San Francisco";"CA";"94115";"37.785227";"-122.431472";"+14155927765";"272_20180606";"06/06/2018 12:00:00 AM";"79";"Routine - Unscheduled";"272_20180606_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
236;"7489";"GAS & SHOP";"599 South Van Ness Ave";"San Francisco";"CA";"94110";"37.763803";"-122.417326";"+14155866835";"7489_20170119";"11/14/2017 12:00:00 AM";"77";"Routine - Unscheduled";"7489_20170119_103150";"Improper or defective plumbing";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
237;"2797";"MELS DRIVE-IN";"1050 VAN NESS Ave";"San Francisco";"CA";"94109";"37.785358";"-122.421357";"+14155296357";"2797_20171101";"11/30/2018 12:00:00 AM";"81";"Routine - Unscheduled";"2797_20171101_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
238;"2542";"PETER D'S RESTAURANT";"2201 Van Ness St";"San Francisco";"CA";"94109";"37.795993";"-122.423585";"+14155778505";"2542_20171208";"12/08/2017 12:00:00 AM";"65";"Routine - Unscheduled";"2542_20171208_103116";"Inadequate food safety knowledge or lack of certified food safety manager";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
239;"2973";"KOH SAMUI & THE MONKEY";"415 BRANNAN St";"San Francisco";"CA";"94107";"37.779777";"-122.394673";"+14155579885";"2973_20190227";"08/15/2017 12:00:00 AM";"86";"Routine - Unscheduled";"2973_20190227_103132";"Improper thawing methods";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
240;"320";"NAPOLI PIZZA RESTAURANT";"1045 POLK St";"San Francisco";"CA";"94109";"37.786545";"-122.419894";"+14155882222";"320_20160920";"10/04/2017 12:00:00 AM";"68";"Routine - Unscheduled";"320_20160920_103109";"Unclean or unsanitary food contact surfaces";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
241;"63651";"SFDH - Employee Cafeteria";"450 Powell St Basement";"San Francisco";"CA";"94102";"37.788918";"-122.408507";"+14155397755";"63651_20190212";"04/18/2018 12:00:00 AM";"88";"Routine - Unscheduled";"63651_20190212_103129";"Insufficient hot water or running water";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
242;"35340";"Cornerstone Academy";"501 Cambridge St";"San Francisco";"CA";"94134";"37.724683";"-122.41765";"+14155585183";"35340_20180207";"10/22/2018 12:00:00 AM";"93";"Routine - Unscheduled";"35340_20180207_103109";"Unclean or unsanitary food contact surfaces";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
243;"3645";"ZUNI CAFE";"1658 MARKET St";"San Francisco";"CA";"94102";"37.773415";"-122.421598";"+14155552522";"3645_20171102";"11/02/2017 12:00:00 AM";"90";"Routine - Unscheduled";"3645_20171102_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
244;"36160";"Zabb";"4440 Mission St";"San Francisco";"CA";"94112";"37.726489";"-122.433485";"+14155582455";"36160_20161208";"12/08/2016 12:00:00 AM";"94";"Routine - Unscheduled";"36160_20161208_103142";"Unclean nonfood contact surfaces";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
245;"35591";"The Monk's Kettle";"3141 16TH St";"San Francisco";"CA";"94103";"37.764814";"-122.422979";"+14155869523";"35591_20180829";"08/29/2018 12:00:00 AM";"92";"Routine - Unscheduled";"35591_20180829_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
246;"6904";"BUCHANAN FOOD MART";"2135 BUCHANAN St";"San Francisco";"CA";"94115";"37.789844";"-122.430684";"+14155937420";"6904_20180926";"12/15/2017 12:00:00 AM";"96";"Routine - Unscheduled";"6904_20180926_103157";"Food safety certificate or food handler card not available";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
247;"3280";"HARRY'S BAR";"2020 FILLMORE St";"San Francisco";"CA";"94115";"37.788307";"-122.433667";"+14155921000";"3280_20180129";"09/13/2016 12:00:00 AM";"82";"Routine - Unscheduled";"3280_20180129_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
248;"67584";"Stow Lake Boathouse Company";"GOLDEN GATE PARK";"San Francisco";"CA";"94132";"37.721453";"-122.48629";"+14155387059";"67584_20161103";"11/03/2016 12:00:00 AM";"90";"Routine - Unscheduled";"67584_20161103_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
249;"2325";"THE CITRUS CLUB";"1790 HAIGHT St";"San Francisco";"CA";"94117";"37.769428";"-122.451604";"+14155759656";"2325_20170125";"11/28/2018 12:00:00 AM";"84";"Routine - Unscheduled";"2325_20170125_103142";"Unclean nonfood contact surfaces";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
250;"2777";"Starbucks Coffee";"052 California St";"San Francisco";"CA";"94111";"37.793632";"-122.397023";"+14155398630";"2777_20160603";"10/03/2017 12:00:00 AM";"94";"Routine - Unscheduled";"2777_20160603_103141";"Improper food labeling or menu misrepresentation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
251;"7755";"ARIZMENDI BAKERY";"1331 09th Ave";"San Francisco";"CA";"94122";"37.763448";"-122.466344";"+14155563117";"7755_20180904";"09/04/2018 12:00:00 AM";"92";"Routine - Unscheduled";"7755_20180904_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
252;"65724";"Le Meridien SF Main Kitchen/Employee Cafeteria";"333 Battery St Level A & B";"San Francisco";"CA";"94111";"37.799005";"-122.399862";"+14155292904";"65724_20161108";"11/08/2016 12:00:00 AM";"96";"Routine - Unscheduled";"65724_20161108_103127";"Noncompliance with HAACP plan or variance";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
253;"61669";"Good Eats Cafe";"200 Pine St #160";"San Francisco";"CA";"94104";"37.792237";"-122.400124";"+14150296633";"61669_20190408";"09/15/2017 12:00:00 AM";"86";"Routine - Unscheduled";"61669_20190408_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
254;"155";"CAFE COLE";"609 Cole St";"San Francisco";"CA";"94117";"37.769303";"-122.450724";"+14155667771";"155_20180821";"08/21/2018 12:00:00 AM";"90";"Routine - Unscheduled";"155_20180821_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
255;"5913";"ST CHARLES SCHOOL";"3250 18th St";"San Francisco";"CA";"94110";"37.762074";"-122.416107";"+14155867652";"5913_20160906";"11/15/2018 12:00:00 AM";"92";"Routine - Unscheduled";"5913_20160906_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
256;"3895";"Cable Car Restaurant";"1040 Columbus Ave";"San Francisco";"CA";"94133";"37.803984";"-122.415453";"+14155744455";"3895_20160729";"08/24/2017 12:00:00 AM";"78";"Routine - Unscheduled";"3895_20160729_103156";"Permit license or inspection report not posted";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
